psydonym,aufgabenname,stufenname,begonnen_tag,dauer_begonnen_bis_abgabe_in_sekunden,dauer_wiederbetreten_bis_abgabe_in_sekunden,kursversuchnummer,aufgaben_versuchnummer,punktzahl,studentenantwort,feedbacknamen,erwartete_antwort,feedbackmeldungen,net_time,submission_nr,cleaned_feedback
S11,Ü1A3b)_,H2SO4,16.10.2024,92,0,1,2,100,"1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",100% korrekte Antwort,1S/H2O4S/c1-5(2;3)4/h(H2;1;2;3;4),"Ihre Antwort ist richtig. Ein Schwefelsäuremolekül (H2SO4) besteht aus einem Schwefelatom (S), an das vier Sauerstoffatome (O) gebunden sind; zwei über Einfachbindungen, zwei über Doppelbindungen. Alle Sauerstoffatome verfügen über zwei freie Elektronenpaare. Die einfachgebundenen Sauerstoffatome binden zusätzlich jeweils ein Wasserstoffatom.",92,238,100% korrekte Antwort
S11,Ü1A3c)_,CH3NH2,16.10.2024,216,0,1,1,100,"1S/CH5N/c1-2/h2H2,1H3",100% korrekte Antwort,1S/CH5N/c1-2/h2H2;1H3,"Ihre Antwort ist richtig. Ein Aminomethanmolekül (CH3NH2) besteht aus einem Kohlenstoffatom (C), an das drei Wasserstoffatome (H) und eine NH2-Gruppe gebunden sind. Das Stickstoffatom verfügt über ein freies Elektronenpaar.",216,239,100% korrekte Antwort
S11,Ü1A3d)_,CH3COCH3,16.10.2024,58,0,1,1,0,"1S/C8H18O/c1-7(2,3)9-8(4,5)6/h1-6H3",Attempts,1S/C3H6O/c1-3(2)4/h1-2H3,"Ihre Antwort ist leider nicht richtig. Versuchen Sie es einfach nochmal. Ein Acetonmolekül (CH3COCH3) besteht aus einem zentralen Kohlenstoffatom (C), an das zwei Methylgruppen (CH3) und ein doppelgebundenes Sauerstoffatom (O) gebunden sind. Das Sauerstoffatom verfügt über zwei freie Elektronenpaare.",58,240,Attempts
S11,Ü1A3d)_,CH3COCH3,16.10.2024,61,0,1,2,0,"1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",Attempts,1S/C3H6O/c1-3(2)4/h1-2H3,"Ihre Antwort ist leider nicht richtig. Versuchen Sie es einfach nochmal. Ein Acetonmolekül (CH3COCH3) besteht aus einem zentralen Kohlenstoffatom (C), an das zwei Methylgruppen (CH3) und ein doppelgebundenes Sauerstoffatom (O) gebunden sind. Das Sauerstoffatom verfügt über zwei freie Elektronenpaare.",61,241,Attempts
S11,Ü1A3d)_,CH3COCH3,16.10.2024,78,0,1,3,100,1S/C3H6O/c1-3(2)4/h1-2H3,100% korrekte Antwort,1S/C3H6O/c1-3(2)4/h1-2H3,"Ihre Antwort ist richtig. Ein Acetonmolekül (CH3COCH3) besteht aus einem zentralen Kohlenstoffatom (C), an das zwei Methylgruppen (CH3) und ein doppelgebundenes Sauerstoffatom (O) gebunden sind. Das Sauerstoffatom verfügt über zwei freie Elektronenpaare.",78,242,100% korrekte Antwort
S11,Ü1A3e)_,HCN,16.10.2024,102,0,1,1,100,1S/CHN/c1-2/h1H,100% korrekte Antwort,1S/CHN/c1-2/h1H,"Ihre Antwort ist richtig. Ein Blausäuremolekül (HCN) besteht aus einem zentralen Kohlenstoffatom (C), an das ein Wasserstoffatom (H) und ein dreifachgebundenes Stickstoffatom (N) gebunden sind. Das Stichstoffatom verfügt über ein freies Elektronenpaar.",102,243,100% korrekte Antwort
S11,Ü1A4a)_,C3H8,16.10.2024,28,0,1,1,100,"1S/C3H8/c1-3-2/h3H2,1-2H3",100% korrekte Antwort,1S/C3H8/c1-3-2/h3H2;1-2H3,"Ihre Antwort ist richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Sie haben alle möglichen Konstitutionsisomere gezeichnet.",28,244,100% korrekte Antwort
S11,Ü1A4b)_,C3H6,16.10.2024,44,0,1,1,0,"1S/C3H8/c1-3-2/h3H2,1-2H3",Attempts,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2","Ihre Antwort ist leider nicht richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).",44,245,Attempts
S11,Ü1A4b)_,C3H6,16.10.2024,31,0,1,2,0,"1S/C4H10/c1-4(2)3/h4H,1-3H3",Attempts,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2","Ihre Antwort ist leider nicht richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).",31,246,Attempts
S11,Ü1A4b)_,C3H6,16.10.2024,53,0,1,3,0,"1S/C3H6/c1-3-2/h3H,1H2,2H3",noAttempts,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2","Ihre Antwort ist leider nicht richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Es gibt insgesamt zwei Konstitutionsisomere.",53,247,no Attempts
S11,Ü1A4c)_,C3H8O,16.10.2024,24,0,1,1,0,"1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",Technischer Fehler,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3",NA,24,248,Technischer Fehler
S11,Ü1A4c)_,C3H8O,16.10.2024,49,0,1,2,0,"1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",Technischer Fehler,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3",NA,49,249,Technischer Fehler
S11,Ü1A4c)_,C3H8O,16.10.2024,22,0,1,3,0,"1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",noAttempts,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3","Ihre Antwort ist leider nicht richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Es gibt insgesamt drei Konstitutionsisomere.",22,250,no Attempts
S11,Ü1A4d)_,C3H6O,16.10.2024,22,0,1,1,0,"1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",Attempts,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).",22,251,Attempts
S11,Ü1A4d)_,C3H6O,16.10.2024,514,0,1,2,11,1S/C3H6O/c1-3(2)4/h1-2H3,Attempts;Teillösung5,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.",514,252,Attempts;Teillösung5
S11,Ü1A4d)_,C3H6O,16.10.2024,206,0,1,3,11,1S/C3H6O/c1-3(2)4/h1-2H3,Attempts;Teillösung5,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.",206,253,Attempts;Teillösung5
S11,Ü1A4d)_,C3H6O,16.10.2024,2,0,1,4,11,1S/C3H6O/c1-3(2)4/h1-2H3,Teillösung5;Attempts,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).",2,254,Teillösung5;Attempts
S11,Ü1A4d)_,C3H6O,16.10.2024,19,0,1,5,0,1S/C3H6O/c1-3(2)4/h1-2H3,noAttempts,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Ihre Antwort ist leider nicht richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Es gibt insgesamt neun Konstitutionsisomere.",19,255,no Attempts
S27,Ü1A3a)_,H2O,15.10.2024,119,0,1,1,100,1S/H2O/h1H2,100% korrekte Antwort,1S/H2O/h1H2,"Ihre Antwort ist richtig. Ein Wassermolekül (H2O) besteht aus einem Sauerstoffatom (O), an das zwei Wasserstoffatome (H) gebunden sind. Das Sauerstoffatom verfügt zusätzlich über zwei freie Elektronenpaare. JACK kann freie Elektronenpaare aktuell noch nicht mit auswerten. Ihre Antwort wird daher auch als richtig akzeptiert, wenn Sie die freien Elektronenpaare nicht (richtig) einzeichnen. Wir geben Ihnen in dieser Übung die freien Elektronenpaare in der Musterlösung alle mit an, damit Sie sich diese noch mal bewusst machen können. Gleichen Sie also Ihre Zeichnung nochmal aktiv hinsichtlich der freien Elektronenpaare mit der Musterösung ab.",119,256,100% korrekte Antwort
S27,Ü1A3b)_,H2SO4,15.10.2024,95,0,1,1,0,"[""Unknown element(s): Du",Attempts,1S/H2O4S/c1-5(2;3)4/h(H2;1;2;3;4),"Ihre Antwort ist leider nicht richtig. Versuchen Sie es einfach nochmal. Ein Schwefelsäuremolekül (H2SO4) besteht aus einem Schwefelatom (S), an das vier Sauerstoffatome (O) gebunden sind; zwei über Einfachbindungen, zwei über Doppelbindungen. Alle Sauerstoffatome verfügen über zwei freie Elektronenpaare. Die einfachgebundenen Sauerstoffatome binden zusätzlich jeweils ein Wasserstoffatom.",95,257,Attempts
S27,Ü1A3b)_,H2SO4,15.10.2024,52,0,1,2,100,"1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",100% korrekte Antwort,1S/H2O4S/c1-5(2;3)4/h(H2;1;2;3;4),"Ihre Antwort ist richtig. Ein Schwefelsäuremolekül (H2SO4) besteht aus einem Schwefelatom (S), an das vier Sauerstoffatome (O) gebunden sind; zwei über Einfachbindungen, zwei über Doppelbindungen. Alle Sauerstoffatome verfügen über zwei freie Elektronenpaare. Die einfachgebundenen Sauerstoffatome binden zusätzlich jeweils ein Wasserstoffatom.",52,258,100% korrekte Antwort
S27,Ü1A3c)_,CH3NH2,15.10.2024,144,0,1,1,100,"1S/CH5N/c1-2/h2H2,1H3",100% korrekte Antwort,1S/CH5N/c1-2/h2H2;1H3,"Ihre Antwort ist richtig. Ein Aminomethanmolekül (CH3NH2) besteht aus einem Kohlenstoffatom (C), an das drei Wasserstoffatome (H) und eine NH2-Gruppe gebunden sind. Das Stickstoffatom verfügt über ein freies Elektronenpaar.",144,259,100% korrekte Antwort
S27,Ü1A3d)_,CH3COCH3,15.10.2024,70,0,1,1,100,1S/C3H6O/c1-3(2)4/h1-2H3,100% korrekte Antwort,1S/C3H6O/c1-3(2)4/h1-2H3,"Ihre Antwort ist richtig. Ein Acetonmolekül (CH3COCH3) besteht aus einem zentralen Kohlenstoffatom (C), an das zwei Methylgruppen (CH3) und ein doppelgebundenes Sauerstoffatom (O) gebunden sind. Das Sauerstoffatom verfügt über zwei freie Elektronenpaare.",70,260,100% korrekte Antwort
S27,Ü1A3e)_,HCN,15.10.2024,22,0,1,1,100,1S/CHN/c1-2/h1H,100% korrekte Antwort,1S/CHN/c1-2/h1H,"Ihre Antwort ist richtig. Ein Blausäuremolekül (HCN) besteht aus einem zentralen Kohlenstoffatom (C), an das ein Wasserstoffatom (H) und ein dreifachgebundenes Stickstoffatom (N) gebunden sind. Das Stichstoffatom verfügt über ein freies Elektronenpaar.",22,261,100% korrekte Antwort
S27,Ü1A4a)_,C3H8,15.10.2024,3544437,62,1,1,100,"1S/C3H8/c1-3-2/h3H2,1-2H3",100% korrekte Antwort,1S/C3H8/c1-3-2/h3H2;1-2H3,"Ihre Antwort ist richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Sie haben alle möglichen Konstitutionsisomere gezeichnet.",62,262,100% korrekte Antwort
S27,Ü1A4b)_,C3H6,19.11.2024,532110,43,1,1,0,1S/C3H4/c1-3-2/h1-2H2,Attempts,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2","Ihre Antwort ist leider nicht richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).",43,263,Attempts
S27,Ü1A4b)_,C3H6,25.11.2024,18,0,1,2,50,"1S/C3H6/c1-3-2/h3H,1H2,2H3"";""1S/C3H6/c1-3-2/h3H,1H2,2H3",Teillösung,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2","Ihre Antwort ist richtig. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Versuchen Sie es noch mal.",18,264,Teillösung
S27,Ü1A4b)_,C3H6,25.11.2024,-1,-1,1,3,0,"1S/C3H6/c1-3-2/h3H,1H2,2H3"";""1S/C3H6/c1-3-2/h3H,1H2,2H3",Keine Einreichung,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2",NA,-1,265,Keine Einreichung
S27,Ü1A4c)_,C3H8O,19.11.2024,532197,61,1,1,0,"1S/C3H8O/c1-3(2)4/h3-4H,1-2H3"";""1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",Technischer Fehler,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3",NA,61,266,Technischer Fehler
S27,Ü1A4c)_,C3H8O,25.11.2024,-1,-1,1,2,0,"1S/C3H8O/c1-3(2)4/h3-4H,1-2H3"";""1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",Keine Einreichung,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3",NA,-1,267,Keine Einreichung
S27,Ü1A4d)_,C3H6O,19.11.2024,532288,79,1,1,11,"1S/C3H8O/c1-3-4-2/h3H2,1-2H3"";""1S/C3H6O/c1-2-3-4/h3H,2H2,1H3",Teillösung3;Attempts,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).",79,268,Teillösung3;Attempts
S27,Ü1A4d)_,C3H6O,25.11.2024,26,0,1,2,22,"1S/C3H6O/c1-3-4-2/h3H,1H2,2H3"";""1S/C3H6O/c1-2-3-4/h3H,2H2,1H3"";""1S/C3H7O/c1-3-4-2/h2-3H2,1H3",Teillösung3;Teillösung6;Attempts,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).",26,269,Teillösung3;Teillösung6;Attempts
S27,Ü1A4d)_,C3H6O,25.11.2024,-1,-1,1,3,0,"1S/C3H6O/c1-3-4-2/h3H,1H2,2H3"";""1S/C3H6O/c1-2-3-4/h3H,2H2,1H3"";""1S/C3H7O/c1-3-4-2/h2-3H2,1H3",Keine Einreichung,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2",NA,-1,270,Keine Einreichung
